Title,Time,Url
6.4 Magnitude Earthquake Rattled Puerto Rico,2020-01-07 12:35 UTC,https://miami.cbslocal.com/2020/01/07/6-4-magnitude-earthquake-rattled-puerto-rico/
People on Puerto Rico describe earthquake's impact,2020-01-07 03:00 UTC,https://www.westernmassnews.com/news/people-on-puerto-rico-describe-earthquake-s-impact/article_ef29af90-30ee-11ea-bb2e-fb000ae1def2.html
Magnitude-5.8 earthquake strikes off the coast of Puerto Rico,2020-01-06 12:26 UTC,https://www.wkbw.com/news/national/magnitude-5-8-earthquake-strikes-off-the-coast-of-puerto-rico
Magnitude-5.8 earthquake strikes off the coast of Puerto Rico,2020-01-06 12:26 UTC,https://www.wmar2news.com/news/national/magnitude-5-8-earthquake-strikes-off-the-coast-of-puerto-rico
Magnitude-5.8 earthquake strikes off the coast of Puerto Rico,2020-01-06 12:26 UTC,https://www.kivitv.com/news/national/magnitude-5-8-earthquake-strikes-off-the-coast-of-puerto-rico
Magnitude-5.8 earthquake strikes off the coast of Puerto Rico,2020-01-06 12:26 UTC,https://www.fox4now.com/news/national/magnitude-5-8-earthquake-strikes-off-the-coast-of-puerto-rico
Magnitude-5.8 earthquake strikes off the coast of Puerto Rico,2020-01-06 12:26 UTC,https://www.fox47news.com/news/national/magnitude-5-8-earthquake-strikes-off-the-coast-of-puerto-rico
"3.0 magnitude earthquake shakes Orange County, USGS says",2020-01-05 17:14 UTC,https://abc7.com/weather/30-magnitude-earthquake-shakes-orange-county/5734534/
'Many Injured' as Strong Earthquake Strikes Croatia,2020-12-29 14:25 UTC,https://www.voanews.com/europe/many-injured-strong-earthquake-strikes-croatia
Preliminary 3.2M Earthquake Rattles South of Gilroy,2020-12-28 00:29 UTC,https://www.nbcbayarea.com/news/local/preliminary-3-2m-earthquake-rattles-south-of-gilroy/2431960/
3.8 Magnitude Earthquake Shakes Humboldt County,2020-12-18 16:40 UTC,https://sanfrancisco.cbslocal.com/2020/12/18/3-8-earthquake-shakes-humboldt-county/
"USGS reports 4.7 earthquake near Mina, Nevada",2020-12-14 22:01 UTC,https://www.8newsnow.com/news/local-news/usgs-reports-4-7-earthquake-near-mina-nevada/
Strong Earthquake Strikes Off Taiwan,2020-12-10 16:52 UTC,https://www.ibtimes.com/strong-earthquake-strikes-taiwan-3099503
Magnitude 3.5 Earthquake Strikes Near Yucaipa,2020-11-17 07:35 UTC,https://losangeles.cbslocal.com/2020/11/16/magnitude-3-5-earthquake-strikes-near-yucaipa/
"Magnitude 5.5 earthquake shakes Nevada, California state line",2020-11-13 13:08 UTC,https://www.myarklamiss.com/news/national-news/magnitude-5-5-earthquake-shakes-nevada-california-state-line/
Earthquake felt across southern New England,2020-11-08 16:42 UTC,https://www.keyc.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
Earthquake felt across southern New England,2020-11-08 16:42 UTC,https://www.hawaiinewsnow.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
Earthquake felt across southern New England,2020-11-08 16:42 UTC,https://www.wbtv.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
Earthquake felt across southern New England,2020-11-08 16:42 UTC,https://www.wbrc.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
Earthquake felt across southern New England,2020-11-08 16:42 UTC,https://www.kold.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
Earthquake felt across southern New England,2020-11-08 16:42 UTC,https://www.fox8live.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
Earthquake felt across southern New England,2020-11-08 16:41 UTC,https://www.kxii.com/2020/11/08/earthquake-felt-in-massachusetts-rhode-island/
Earthquake felt across southern New England,2020-11-08 16:39 UTC,https://www.wlbt.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
"Earthquake felt in Massachusetts, Rhode Island",2020-11-08 16:23 UTC,https://www.kfyrtv.com/2020/11/08/earthquake-felt-in-massachusetts-rhode-island/
"Earthquake felt in Massachusetts, Rhode Island",2020-11-08 16:22 UTC,https://www.wwnytv.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
"Earthquake felt in Massachusetts, Rhode Island",2020-11-08 16:22 UTC,https://www.wflx.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
"Earthquake felt in Massachusetts, Rhode Island",2020-11-08 16:22 UTC,https://www.fox19.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
"Earthquake felt in Massachusetts, Rhode Island",2020-11-08 16:22 UTC,https://www.kplctv.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
"Earthquake felt in Massachusetts, Rhode Island",2020-11-08 16:22 UTC,https://www.live5news.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
"Earthquake felt in Massachusetts, Rhode Island",2020-11-08 16:22 UTC,https://www.nbc29.com/2020/11/08/earthquake-felt-massachusetts-rhode-island/
USGS: 4.0 magnitude earthquake recorded near Boston,2020-11-08 14:45 UTC,https://www.wmar2news.com/news/national/usgs-4-0-magnitude-earthquake-recorded-near-boston
Did you feel that? Earthquake strikes Massachusetts,2020-11-08 14:31 UTC,https://www.wcvb.com/article/earthquake-strikes-massachusetts-november-8-2020/34610179
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:49 UTC,https://www.kgun9.com/news/world/strong-aegean-sea-earthquake-topples-buildings-in-turkey
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:49 UTC,https://www.abcactionnews.com/news/world/strong-aegean-sea-earthquake-topples-buildings-in-turkey
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:49 UTC,https://www.lex18.com/news/world/strong-aegean-sea-earthquake-topples-buildings-in-turkey
Strong Aegean Sea Earthquake Topples Buildings in Turkey,2020-10-30 08:50 UTC,https://www.nbcconnecticut.com/news/national-international/strong-aegean-sea-earthquake-topples-buildings-in-turkey/2352747/
"7.5 magnitude earthquake strikes near Alaska, triggering tsunami advisory",2020-10-20 11:48 UTC,https://www.cbsnews.com/news/alaska-earthquake-7-5-magnitude-tsunami-warning/
Tsunami warning issued after 7.5 earthquake off Alaska's Aleutian Islands,2020-10-19 23:44 UTC,https://www.wric.com/news/u-s-world/tsunami-warning-issued-after-7-5-earthquake-off-alaskas-aleutian-islands/
Tsunami warning issued after 7.5-magnitude earthquake near Alaska,2020-10-19 23:04 UTC,https://www.wbaltv.com/article/tsunami-warning-issued-after-75-magnitude-earthquake-near-alaska/34418931
Tsunami warning issued after 7.5-magnitude earthquake near Alaska,2020-10-19 23:04 UTC,https://www.wesh.com/article/tsunami-warning-issued-after-75-magnitude-earthquake-near-alaska/34418931
Tsunami warning issued after 7.5-magnitude earthquake near Alaska,2020-10-19 23:04 UTC,https://www.wdsu.com/article/tsunami-warning-issued-after-75-magnitude-earthquake-near-alaska/34418931
Tsunami warning issued after 7.5-magnitude earthquake near Alaska,2020-10-19 23:04 UTC,https://www.wcvb.com/article/tsunami-warning-issued-after-75-magnitude-earthquake-near-alaska/34418931
Tsunami warning issued after 7.5-magnitude earthquake near Alaska,2020-10-19 23:04 UTC,https://www.wjcl.com/article/tsunami-warning-issued-after-75-magnitude-earthquake-near-alaska/34418931
7.5 earthquake triggers tsunami warning for parts of Alaska,2020-10-19 22:21 UTC,https://thehill.com/blogs/blog-briefing-room/news/521771-75-earthquake-triggers-tsunami-warning-for-parts-of-alaska
7.5 magnitude earthquake triggers tsunami warning in Alaska,2020-10-19 21:50 UTC,https://abc7news.com/weather/alaska-earthquake-measuring-75-triggers-tsunami-warning/7166453/
7.5 earthquake hits off Alaska coast,2020-10-19 21:19 UTC,https://www.kgun9.com/news/national/7-4-earthquake-hits-off-alaska-coast
7.5 earthquake hits off Alaska coast,2020-10-19 21:19 UTC,https://www.abcactionnews.com/news/national/7-4-earthquake-hits-off-alaska-coast
3.7-magnitude earthquake recorded in SoCal,2020-09-30 23:28 UTC,https://fox5sandiego.com/news/earthquakes/3-7-magnitude-earthquake-recorded-in-socal/
Second 3.4 Earthquake Strikes Sunday Night Near Calaveras Reservoir,2020-09-28 05:45 UTC,https://sanfrancisco.cbslocal.com/2020/09/27/second-3-4-earthquake-strikes-sunday-night-near-calaveras-reservoir/
Small Earthquake Rattles South Bay Near Milpitas,2020-09-27 23:23 UTC,https://sanfrancisco.cbslocal.com/2020/09/27/small-earthquake-rattles-south-bay-near-milpitas/
3.2 magnitude earthquake rattles Rancho Cucamonga: USGS,2020-09-23 12:54 UTC,https://abc7.com/weather/32-magnitude-earthquake-rattles-rancho-cucamonga/6518202/
Magnitude 4.6 earthquake rattles California,2020-09-19 07:51 UTC,https://www.kplctv.com/2020/09/19/magnitude-earthquake-rattles-california/
"3.1 magnitude earthquake hits New Jersey, USGS says",2020-09-09 14:31 UTC,https://www.fox47news.com/news/national/3-1-magnitude-earthquake-hits-news-jersey-usgs-says
"3.1 magnitude earthquake hits New Jersey, USGS says",2020-09-09 14:31 UTC,https://www.wmar2news.com/news/national/3-1-magnitude-earthquake-hits-news-jersey-usgs-says
"3.1 magnitude earthquake hits New Jersey, USGS says",2020-09-09 14:31 UTC,https://www.kivitv.com/news/national/3-1-magnitude-earthquake-hits-news-jersey-usgs-says
"3.1 magnitude earthquake hits New Jersey, USGS says",2020-09-09 14:31 UTC,https://www.wkbw.com/news/national/3-1-magnitude-earthquake-hits-news-jersey-usgs-says
"3.1 magnitude earthquake hits New Jersey, USGS says",2020-09-09 14:31 UTC,https://www.fox4now.com/news/national/3-1-magnitude-earthquake-hits-news-jersey-usgs-says
3.2 magnitude earthquake rattles west Texas,2020-09-02 14:17 UTC,https://abc13.com/32-magnitude-earthquake-rattles-west-texas/6400976/
3.2 magnitude earthquake shakes far west Texas overnight near Mentone,2020-09-02 12:43 UTC,https://abc13.com/earthquake-shakes-far-west-texas-near-mentone/6400976/
Strong Earthquake Hits Northern Chile,2020-09-01 13:11 UTC,https://www.voanews.com/americas/strong-earthquake-hits-northern-chile
"Financial help approved for residents, businesses impacted by N.C. earthquake",2020-08-29 00:44 UTC,https://www.wbtv.com/2020/08/28/financial-help-approved-residents-businesses-impacted-by-nc-earthquake/
Another tiny tremor detected in NC near where large earthquake hit earlier this month,2020-08-18 21:11 UTC,https://www.foxcarolina.com/news/another-tiny-tremor-detected-in-nc-near-where-large-earthquake-hit-earlier-this-month/article_5147c41a-e197-11ea-8ffb-8faf8283cc8a.html
Did you feel it? 5.1 magnitude earthquake in N.C. felt into S.C.,2020-08-09 13:46 UTC,https://www.live5news.com/2020/08/09/did-you-feel-it-magnitude-earthquake-nc-felt-into-sc/
Unusual Earthquake Rattles North Carolina,2020-08-09 13:29 UTC,https://www.newsmax.com/newsfront/earthquake-north-carolina/2020/08/09/id/981289/
Magnitude 4.2 earthquake shakes Los Angeles,2020-07-30 12:06 UTC,https://www.wkbw.com/news/national/magnitude-4-2-earthquake-shakes-los-angeles
Magnitude 4.2 earthquake shakes Los Angeles,2020-07-30 12:06 UTC,https://www.fox47news.com/news/national/magnitude-4-2-earthquake-shakes-los-angeles
Magnitude 4.2 earthquake shakes Los Angeles,2020-07-30 12:06 UTC,https://www.wmar2news.com/news/national/magnitude-4-2-earthquake-shakes-los-angeles
Magnitude 4.2 earthquake shakes Los Angeles,2020-07-30 12:06 UTC,https://www.fox4now.com/news/national/magnitude-4-2-earthquake-shakes-los-angeles
Magnitude 4.2 earthquake shakes Los Angeles,2020-07-30 12:06 UTC,https://www.kivitv.com/news/national/magnitude-4-2-earthquake-shakes-los-angeles
Tsunami Warning Canceled After Major Earthquake Strikes off Alaska,2020-07-22 10:18 UTC,https://www.newsmax.com/newsfront/tsunami-earthquake-alaska/2020/07/22/id/978370/
1.6 magnitude earthquake recorded near Sandwich,2020-06-28 19:08 UTC,https://www.wmur.com/article/16-magnitude-earthquake-recorded-near-sandwich/32991675
Magnitude 5.8 earthquake strikes in southern Sierra Nevada about 160 miles north of Los Angeles,2020-06-24 18:33 UTC,https://www.wtnh.com/news/magnitude-5-8-earthquake-strikes-in-southern-sierra-nevada-about-160-miles-north-of-los-angeles/
Eastern Sierra Shaken By 5.8 Magnitude Earthquake Near Lone Pine,2020-06-24 18:02 UTC,https://sanfrancisco.cbslocal.com/2020/06/24/eastern-sierra-shaken-by-5-8-magnitude-earthquake-near-lone-pine/
Strong Earthquake Hits Mexico City,2020-06-23 19:40 UTC,https://www.voanews.com/americas/strong-earthquake-hits-mexico-city
"Powerful 7.4-magnitude earthquake shakes southern, central Mexico",2020-06-23 16:11 UTC,https://q13fox.com/2020/06/23/powerful-7-4-magnitude-earthquake-shakes-southern-central-mexico/
Magnitude 4.2 earthquake strikes Southcentral,2020-06-18 21:23 UTC,https://www.ktva.com/story/42265768/m42-earthquake-strikes-southcentral
Ridgecrest Struck By Magnitude-4.3 Earthquake,2020-06-08 14:45 UTC,https://losangeles.cbslocal.com/2020/06/08/ridgecrest-magnitude-4-3-earthquake/
1.5 magnitude earthquake felt near North Conway Saturday morning,2020-05-24 22:23 UTC,https://www.wmur.com/article/15-magnitude-earthquake-felt-near-north-conway-saturday-morning/32655410
Nevada Gov. Steve Sisolak declares state of emergency for earthquake road repairs,2020-05-22 00:21 UTC,https://www.ktnv.com/news/nevada-gov-steve-sisolak-declares-state-of-emergency-for-earthquake-road-repairs
Tonopah residents speak out after 6.5-magnitude earthquake strikes Central Nevada,2020-05-15 23:53 UTC,https://www.8newsnow.com/news/local-news/tonopah-residents-speak-out-after-6-5-magnitude-earthquake-strikes-central-nevada/
Magnitude 6.4 earthquake recorded near Nevada-California border,2020-05-15 12:00 UTC,https://www.abcactionnews.com/news/national/magnitude-6-4-earthquake-recorded-near-nevada-california-border
Magnitude 6.4 earthquake recorded near Nevada-California border,2020-05-15 12:00 UTC,https://www.kgun9.com/news/national/magnitude-6-4-earthquake-recorded-near-nevada-california-border
Magnitude 6.4 earthquake recorded near Nevada-California border,2020-05-15 12:00 UTC,https://www.lex18.com/news/national/magnitude-6-4-earthquake-recorded-near-nevada-california-border
3.3 Magnitude Earthquake Hits Los Angeles,2020-05-03 13:26 UTC,https://www.theepochtimes.com/3-3-magnitude-earthquake-hits-los-angeles_3336576.html
3.1 earthquake rattles part of West Texas,2020-04-21 10:15 UTC,https://abc13.com/31-earthquake-rattles-part-of-west-texas/6119033/
Small Earthquake Reported In Berks County,2020-04-10 13:55 UTC,https://philadelphia.cbslocal.com/2020/04/10/small-earthquake-reported-in-berks-county/
5.0 Magnitude Earthquake Reported in West Texas,2020-03-26 16:29 UTC,https://www.theepochtimes.com/5-0-magnitude-earthquake-reported-in-west-texas_3286850.html
"7.5 earthquake caused tsunami warning for Alaska, British Columbia, and West Coast",2020-03-25 05:39 UTC,https://www.webcenter11.com/content/news/78-earthquake-causes-tsunami-warning-for-Alaska-British-Columbia-and-West-Coast--569083931.html
Salt Lake City shook by powerful earthquake,2020-03-19 01:12 UTC,https://www.cnn.com/videos/us/2020/03/18/utah-salt-lake-city-earthquake-orig-vstop-bdk.cnn
Utah earthquake damages Mormon temple and knocks trumpet from iconic angel statue,2020-03-19 00:08 UTC,https://www.cnn.com/2020/03/18/us/earthquake-salt-lake-temple-moroni/index.html
Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.fox4now.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city
Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.fox47news.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city
Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.kivitv.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city
Magnitude 5.7 earthquake recorded near Salt Lake City,2020-03-18 13:46 UTC,https://www.wmar2news.com/news/national/magnitude-5-7-earthquake-recorded-near-salt-lake-city
Preliminary 5.7 earthquake hits near Salt Lake City,2020-03-18 13:38 UTC,https://www.wdbj7.com/content/news/Preliminary-57-earthquake-hits-near-Salt-Lake-City-568893341.html?ref=341
Preliminary 5.7 earthquake hits near Salt Lake City,2020-03-18 09:38 UTC,https://www.ktuu.com/content/news/Preliminary-57-earthquake-hits-near-Salt-Lake-City-568893341.html
"Small Earthquake Hits Northern Italy, Prompting Emergency Calls",2020-03-10 15:54 UTC,https://www.theepochtimes.com/small-earthquake-hits-northern-italy-prompting-emergency-calls_3266732.html
"5.5 earthquake rattles Baja, felt in parts of SoCal",2020-03-07 05:28 UTC,https://abc7.com/55-earthquake-rattles-baja-felt-in-parts-of-socal/5992333/
Official: 9 dead in Turkey as 5.7 earthquake strikes western Iran,2020-02-23 19:10 UTC,https://www.8newsnow.com/news/international/official-9-dead-in-turkey-as-5-7-earthquake-strikes-western-iran/
Magnitude-3.5 Earthquake Hits Castaic,2020-02-21 14:10 UTC,https://losangeles.cbslocal.com/2020/02/21/magnitude-3-5-earthquake-hits-castaic/
Magnitude 5 earthquake rattles Puerto Rico,2020-02-05 02:23 UTC,https://www.cnn.com/2020/02/04/us/puerto-rico-earthquake/index.html
Magnitude 5 earthquake rattles Puerto Rico,2020-02-04 19:23 UTC,https://www.foxcarolina.com/magnitude-earthquake-rattles-puerto-rico/article_98df3cd0-9a0a-548b-83f2-dfc1ec9dd221.html
Magnitude 5 earthquake rattles Puerto Rico,2020-02-04 19:23 UTC,https://www.foxcarolina.com/news/us_and_world/magnitude-earthquake-rattles-puerto-rico/article_98df3cd0-9a0a-548b-83f2-dfc1ec9dd221.html
Puerto Rico rattled by magnitude 5.0 earthquake,2020-02-04 16:05 UTC,https://www.wmar2news.com/news/national/puerto-rico-rattled-by-magnitude-5-0-earthquake
Puerto Rico rattled by magnitude 5.0 earthquake,2020-02-04 16:05 UTC,https://www.wkbw.com/news/national/puerto-rico-rattled-by-magnitude-5-0-earthquake
Puerto Rico rattled by magnitude 5.0 earthquake,2020-02-04 16:05 UTC,https://www.kivitv.com/news/national/puerto-rico-rattled-by-magnitude-5-0-earthquake
Puerto Rico rattled by magnitude 5.0 earthquake,2020-02-04 16:05 UTC,https://www.fox4now.com/news/national/puerto-rico-rattled-by-magnitude-5-0-earthquake
Earthquake Shakes Puna District,2020-01-29 23:29 UTC,https://bigislandnow.com/2020/01/29/earthquake-shakes-puna-district/
Magnitude 7.7 earthquake hits between Cuba and Jamaica,2020-01-28 21:09 UTC,https://www.ozarksfirst.com/local-news/magnitude-7-7-earthquake-hits-between-cuba-and-jamaica/
Powerful earthquake strikes between Jamaica and Cuba,2020-01-28 20:06 UTC,https://abcnews.go.com/International/73-magnitude-earthquake-strikes-north-jamaica/story?id=68591879
"Florida residents report feeling powerful earthquake that hit between Cuba, Jamaica",2020-01-28 19:42 UTC,https://www.fox47news.com/news/national/magnitude-7-7-earthquake-hits-off-coast-of-jamaica
"Cedi Osman, Larry Nance Jr. donate $10,000 to victims of earthquake in Turkey",2020-01-26 14:21 UTC,https://fox8.com/2020/01/26/cedi-osman-larry-nance-jr-donate-10000-to-victims-of-earthquake-in-turkey/
5.0 earthquake hits southern Puerto Rico amid ongoing tremors,2020-01-25 22:34 UTC,https://abc7.com/50-earthquake-hits-puerto-rico-amid-ongoing-tremors/5878790/
5.0 earthquake hits southern Puerto Rico amid ongoing tremors,2020-01-25 22:18 UTC,https://abc7ny.com/50-earthquake-hits-puerto-rico-amid-ongoing-tremors/5878790/
"4.6-magnitude earthquake hits Barstow area, rattling much of Southern California",2020-01-25 03:44 UTC,https://abc7news.com/46-magnitude-earthquake-hits-barstow-area/5877297/
4.6-Magnitude Earthquake Strikes Near Barstow,2020-01-25 03:12 UTC,https://losangeles.cbslocal.com/2020/01/24/4-5-magnitude-earthquake-strikes-near-barstow/
"At least 14 dead, 315 hurt in earthquake in eastern Turkey",2020-01-24 22:11 UTC,https://www.ktuu.com/content/news/At-least-14-dead-315-hurt-in-earthquake-in-eastern-Turkey-567273721.html
"At least 14 dead, 315 hurt in earthquake in eastern Turkey",2020-01-24 05:00 UTC,https://www.wdbj7.com/content/news/At-least-14-dead-315-hurt-in-earthquake-in-eastern-Turkey-567273721.html?ref=721
Kansas earthquake caught on camera,2020-01-21 03:15 UTC,https://www.wilx.com/content/news/Kansas-earthquake-caught-on-camera-567151221.html
4.1 Magnitude Earthquake Rocks Puerto Rico,2020-01-19 06:44 UTC,https://www.nbcmiami.com/news/local/4-1-magnitude-earthquake-rocks-puerto-rico/2178722/
2.3 Magnitude earthquake occurs near Kershaw,2020-01-15 15:24 UTC,https://www.wbtv.com/2020/01/15/magnitude-earthquake-occurs-near-kershaw/
Puerto Rico hit again by powerful earthquake,2020-01-11 22:28 UTC,https://www.cnn.com/videos/us/2020/01/11/puerto-rico-earthquake-nr-vpx.cnn
More Damage to Puerto Rico as Magnitude 5.9 Earthquake Rocks Island Saturday Morning,2020-01-11 20:30 UTC,https://www.theroot.com/more-damage-to-puerto-rico-as-magnitude-5-9-earthquake-1840949590
New 6.0 Magnitude Earthquake Off Puerto Rico's Coast,2020-01-11 13:38 UTC,https://www.baynews9.com/fl/tampa/news/2020/01/11/new-6-0-magnitude-earthquake-off-puerto-rico-s-coast
Puerto Rico hit with another major earthquake as aftershocks continue,2020-01-11 00:49 UTC,https://thehill.com/latino/477802-puerto-rico-hit-with-another-major-earthquake-as-aftershocks-continue
A 6.4-magnitude earthquake hit Puerto Rico a day after another quake rocked the island,2020-01-07 11:00 UTC,https://www.wfsb.com/news/a--magnitude-earthquake-hit-puerto-rico-a-day-after/article_c1c260dd-bef5-5215-8473-b0581ca69d36.html
6.5-Magnitude Earthquake Strikes Puerto Rico Amid Heavy Seismic Activity,2020-01-07 03:42 UTC,https://www.nbcnewyork.com/news/national-international/6-6-magnitude-earthquake-strikes-puerto-rico/2255849/
6.5-Magnitude Earthquake Strikes Off Coast of Puerto Rico: USGS,2020-01-07 03:42 UTC,https://www.nbcphiladelphia.com/news/national-international/6-6-magnitude-earthquake-strikes-puerto-rico/2271512/
6.5-Magnitude Earthquake Strikes Off Coast of Puerto Rico: USGS,2020-01-07 03:42 UTC,https://www.nbcconnecticut.com/news/national-international/6-6-magnitude-earthquake-strikes-puerto-rico/2206422/
Puerto Rico earthquake causes homes to crack,2020-01-06 22:15 UTC,https://www.cnn.com/videos/us/2020/01/06/puerto-rico-earthquake-mxp-vpx.hln
1.8 magnitude earthquake reported in S.C.,2020-01-03 16:51 UTC,https://www.live5news.com/2020/01/03/magnitude-earthquake-reported-sc/
1.8 magnitude earthquake reported in S.C.,2020-01-03 16:51 UTC,https://www.wbtv.com/2020/01/03/magnitude-earthquake-reported-sc/
Los Angeles And Nearby Cities Feel Magnitude 4.0 Earthquake,2020-01-02 16:17 UTC,https://www.ibtimes.com/los-angeles-nearby-cities-feel-magnitude-40-earthquake-2895392
M3.6 Earthquake Rattles Near San Francisco: USGS,2020-12-31 18:53 UTC,https://www.nbcbayarea.com/news/local/earthquakes/m3-6-earthquake-rattles-near-mill-valley-usgs/2434511/
Earthquake in Croatia Kills 5,2020-12-29 19:48 UTC,https://www.voanews.com/europe/earthquake-croatia-kills-5
Earthquake of Magnitude 5.2 Shakes Central Croatia,2020-12-28 17:41 UTC,https://www.theepochtimes.com/earthquake-of-magnitude-5-2-shakes-central-croatia_3634684.html
Mild Christmas Day Earthquake Rattles Coachella Valley,2020-12-25 22:05 UTC,https://losangeles.cbslocal.com/2020/12/25/christmas-day-coachella-valley-earthquake-thermal/
USGS: 2.4 magnitude earthquake registered in Columbia Friday night,2020-12-12 13:07 UTC,https://www.foxcarolina.com/news/usgs-2-4-magnitude-earthquake-registered-in-columbia-friday-night/article_fa68cb78-3c7a-11eb-9283-bb0319e77e77.html
6.2-magnitude Earthquake Strikes Off Taiwan,2020-12-10 16:00 UTC,https://www.ibtimes.com/62-magnitude-earthquake-strikes-taiwan-3099503
North Bay Residents Jolted Awake By 4.4 Magnitude Earthquake Near Lakeport,2020-12-06 15:38 UTC,https://sanfrancisco.cbslocal.com/2020/12/06/north-bay-jolted-awake-by-4-4-magnitude-earthquake-near-lakeport/
Small Thursday-Evening Earthquake Rattles Area Around Hollister,2020-12-04 03:59 UTC,https://sanfrancisco.cbslocal.com/2020/12/03/small-earthquake-rattles-area-near-hollister/
Man With Dwarfism Uses His Small Stature to Rescue Turkey's Earthquake Victims,2020-11-14 11:15 UTC,https://www.theepochtimes.com/man-with-dwarfism-uses-his-small-stature-to-rescue-turkeys-earthquake-victims_3567923.html
5.5 magnitude earthquake hits Nevada early Friday morning,2020-11-13 11:25 UTC,https://www.cnn.com/2020/11/13/us/nevada-earthquake-friday/index.html
Minor Earthquake Hit Massachusetts On Sunday,2020-11-09 18:51 UTC,https://www.wshu.org/post/minor-earthquake-hit-massachusetts-sunday
"Earthquake is felt in Massachusetts, Rhode Island on Sunday morning",2020-11-08 14:40 UTC,https://www.bostonglobe.com/2020/11/08/nation/earthquake-is-felt-massachusetts-rhode-island-sunday-morning/
Earthquake confirmed off the coast of Massachusetts,2020-11-08 14:23 UTC,https://www.wfsb.com/news/earthquake-confirmed-off-the-coast-of-massachusetts/article_e9e34246-21cd-11eb-98ca-2b61082d2b6a.html
Deadly Aegean Earthquake And Tsunami Hit Greece And Turkey,2020-10-30 15:49 UTC,https://www.forbes.com/sites/ericmack/2020/10/30/deadly-70-earthquake-rattles-greece-and-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 13:13 UTC,https://www.kplctv.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 13:13 UTC,https://www.wlbt.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 13:13 UTC,https://www.fox8live.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 13:13 UTC,https://www.wflx.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:52 UTC,https://www.kfyrtv.com/2020/10/30/66-magnitude-earthquake-in-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:44 UTC,https://www.kxii.com/2020/10/30/66-magnitude-earthquake-in-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:42 UTC,https://www.wbrc.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:42 UTC,https://www.kold.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:42 UTC,https://www.hawaiinewsnow.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:42 UTC,https://www.wbtv.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:42 UTC,https://www.nbc29.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
Strong Aegean Sea earthquake topples buildings in Turkey,2020-10-30 12:42 UTC,https://www.keyc.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
6.6 magnitude earthquake in Aegean Sea shakes western Turkey,2020-10-30 12:28 UTC,https://www.live5news.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
6.6 magnitude earthquake in Aegean Sea shakes western Turkey,2020-10-30 12:28 UTC,https://www.wwnytv.com/2020/10/30/magnitude-earthquake-aegean-sea-shakes-western-turkey/
